loss: 0.5454 - accuracy: 0.8349 - val_loss: 0.3175 - val_accuracy: 0.8877
loss: 0.2616 - accuracy: 0.9054 - val_loss: 0.2909 - val_accuracy: 0.8947
loss: 0.2239 - accuracy: 0.9191 - val_loss: 0.2789 - val_accuracy: 0.9026
loss: 0.1890 - accuracy: 0.9319 - val_loss: 0.2844 - val_accuracy: 0.9018
loss: 0.1681 - accuracy: 0.9387 - val_loss: 0.2551 - val_accuracy: 0.9083
loss: 0.1509 - accuracy: 0.9438 - val_loss: 0.2513 - val_accuracy: 0.9157
loss: 0.1306 - accuracy: 0.9515 - val_loss: 0.2388 - val_accuracy: 0.9188
loss: 0.1181 - accuracy: 0.9558 - val_loss: 0.2943 - val_accuracy: 0.9078
loss: 0.1051 - accuracy: 0.9600 - val_loss: 0.2656 - val_accuracy: 0.9215
loss: 0.0931 - accuracy: 0.9663 - val_loss: 0.2530 - val_accuracy: 0.9229
loss: 0.0791 - accuracy: 0.9719 - val_loss: 0.2958 - val_accuracy: 0.9168
loss: 0.0718 - accuracy: 0.9730 - val_loss: 0.3037 - val_accuracy: 0.9209
loss: 0.0606 - accuracy: 0.9779 - val_loss: 0.3057 - val_accuracy: 0.9155
loss: 0.0589 - accuracy: 0.9778 - val_loss: 0.3122 - val_accuracy: 0.9213
loss: 0.0530 - accuracy: 0.9814 - val_loss: 0.3133 - val_accuracy: 0.9219
loss: 0.0478 - accuracy: 0.9821 - val_loss: 0.3240 - val_accuracy: 0.9201
loss: 0.0438 - accuracy: 0.9844 - val_loss: 0.3397 - val_accuracy: 0.9194
loss: 0.0384 - accuracy: 0.9861 - val_loss: 0.3541 - val_accuracy: 0.9198
loss: 0.0361 - accuracy: 0.9867 - val_loss: 0.3481 - val_accuracy: 0.9214
loss: 0.0329 - accuracy: 0.9887 - val_loss: 0.4088 - val_accuracy: 0.9178


0.3175, 0.2909, 0.2789, 0.2844, 0.2551, 0.2513, 0.2388, 0.2943, 0.2656, 0.2530, 0.2958, 0.3037, 0.3057, 0.3122, 0.3133, 0.3240, 0.3397, 0.3541, 0.3481, 0.4088
